['4e4f90fcfb', 'context', '�\xadлектроника']
['e35b460fbb', 'other', '�\xadлектроника']
['cff5a596ef', 'other', 'не определена']
['b4c85c559e', 'context', 'Продукты']
['6dbe5209e9', 'context', 'Продукты']
['ba32d89d1e', 'email', 'Бытовая техника']
['6a7098b7af', 'context', '�\xadлектроника']
['5ec85db8e0', 'context', 'Продукты']
['52fd1f789f', 'other', 'Бытовая техника']
['4babbafb56', 'other', 'Бытовая техника']
['d0f45a08f6', 'other', '�\xadлектроника']
['996e2bc36c', 'other', '�\xadлектроника']
['141615c555', 'context', '�\xadлектроника']
['2ee6f7f13d', 'context', 'Товары для животных']
['7723c17474', 'other', '�\xadлектроника']
['9fd98ff549', 'other', 'Товары для животных']
['65f345d0e7', 'other', 'Досуг']
['ff73ec9507', 'other', 'Товары для животных']
['fd0b5b241a', 'other', 'Товары для животных']
['14dc64b022', 'other', '�\xadлектроника']
['fdd80a4dbd', 'other', 'Досуг']
['127a6a4570', 'other', 'не определена']
['2b57f2d784', 'context', '�\xadлектроника']
['b43c597a62', 'context', 'Бытовая техника']
['9c4131dded', 'other', 'Продукты']
['dbb5118480', 'context', 'Бытовая техника']
['82c8c7673c', 'other', 'Продукты']
['2ac444b9b6', 'context', 'Продукты']
['9609e557f6', 'other', '�\xadлектроника']
['3a32309811', 'context', 'Продукты']
['32fac1b809', 'email', 'Досуг']
['2d4f55e8c3', 'context', 'Продукты']
['6efd7b4cbe', 'context', 'Товары для животных']
['f33bad4c84', 'context', 'Бытовая техника']
['ff1db0ec85', 'other', '�\xadлектроника']
['80b1291c89', 'context', 'Товары для животных']
['ee9a9ed68f', 'context', 'Досуг']
['ed26db2f86', 'other', 'Досуг']
['3fd1168573', 'email', 'Бытовая техника']
['cecfa1c886', 'email', 'Строительство и ремонт']
['9d499200d5', 'other', 'Бытовая техника']
['360352f42b', 'other', 'Бытовая техника']
['6493caca0c', 'other', 'Досуг']
['81e8b27c80', 'other', '�\xadлектроника']
['aefdd6fd06', 'context', '�\xadлектроника']
['2944562863', 'other', 'Бытовая техника']
['a1c70a6187', 'other', '�\xadлектроника']
['758296d01c', 'other', 'Досуг']
['61ac7389e0', 'other', 'Товары для животных']
['1ef456f3c8', 'other', 'Бытовая техника']
['9335f61a1a', 'other', 'Строительство и ремонт']
['0bc86160ca', 'other', '�\xadлектроника']
['3e3a25ce49', 'other', '�\xadлектроника']
['cf17209d56', 'other', 'Продукты']
['52a4893571', 'other', '�\xadлектроника']
['69c34972b6', 'other', 'Досуг']
['2d3a4c75a3', 'other', '�\xadлектроника']
['b6e6cc3984', 'context', 'Продукты']
['d65e760a02', 'other', '�\xadлектроника']
['96d9d1af66', 'context', '�\xadлектроника']
['280ee90bc0', 'other', '�\xadлектроника']
['30740b6454', 'other', 'Досуг']
['c292f943ea', 'other', '�\xadлектроника']
['f232a92040', 'context', 'не определена']
['a63b514544', 'other', '�\xadлектроника']
['7e479a7511', 'other', '�\xadлектроника']
['18505560ab', 'other', 'Продукты']
['ea2deb40f5', 'other', '�\xadлектроника']
['3a63d4683c', 'other', 'Бытовая техника']
['600dc2e003', 'context', '�\xadлектроника']
['1c2c4a7cfb', 'other', 'Досуг']
['8867507107', 'other', 'Бытовая техника']
['0a91f482a6', 'other', '�\xadлектроника']
['3ffe497760', 'other', 'Товары для животных']
['c90484fa93', 'other', 'Досуг']
['db450cf990', 'other', 'Строительство и ремонт']
['7dc2096c5c', 'other', 'Бытовая техника']
['e653912e4d', 'other', 'Бытовая техника']
['b29a6b8054', 'other', '�\xadлектроника']
['f131988c81', 'other', 'Товары для животных']
['53be0583e9', 'other', 'Продукты']
['8ec5adbe6b', 'context', 'Продукты']
['43c0eeff4d', 'other', '�\xadлектроника']
['90f68b20f5', 'context', '�\xadлектроника']
['e0f3324a24', 'context', '�\xadлектроника']
['3fde8b929e', 'other', 'Товары для животных']
['d504cbda74', 'email', 'Досуг']
['e0239cfd4f', 'other', '�\xadлектроника']
['2c8e8d79a8', 'other', '�\xadлектроника']
['581646c997', 'other', 'Строительство и ремонт']
['0572ea3ef0', 'context', '�\xadлектроника']
['72b748df84', 'other', '�\xadлектроника']
['fa5ee3e567', 'other', 'Товары для животных']
['98b2a3dc0e', 'other', 'Продукты']
['1300d0d5ca', 'other', 'Продукты']
['b182fba4e3', 'other', '�\xadлектроника']
['20ab02b295', 'email', 'Досуг']
['ae221cb52a', 'context', 'Бытовая техника']
['65e663f075', 'other', 'Досуг']
['b61047db2c', 'context', 'Строительство и ремонт']
['7f62f51a99', 'other', '�\xadлектроника']
['d791db1989', 'other', 'Продукты']
['3472110499', 'context', 'Строительство и ремонт']
['4dd637e63f', 'None', 'Товары для животных']
['b908446f19', 'context', '�\xadлектроника']
['4ecafc89a5', 'other', 'Досуг']
['9f982ed936', 'context', 'Строительство и ремонт']
['9ea42bd551', 'other', 'Бытовая техника']
['e41413e47d', 'other', 'Досуг']
['b1f27a0ebe', 'other', 'Продукты']
['f7e9a489f5', 'other', 'Бытовая техника']
['7d46ed08f4', 'other', 'Бытовая техника']
['bb5c14d2dc', 'context', 'Продукты']
['a5b7928369', 'other', 'Бытовая техника']
['8f5724d6c0', 'other', 'Бытовая техника']
['f4cc417456', 'other', 'Продукты']
['8bd6a6ec6f', 'context', '�\xadлектроника']
['cedc66dd08', 'other', 'Бытовая техника']
['4025f7edba', 'other', 'Бытовая техника']
['fe810841bc', 'other', 'Товары для животных']
['4a3d0b8e88', 'other', 'Досуг']
['28ed6ef09c', 'other', 'Строительство и ремонт']
['d7e0f311b7', 'other', 'Бытовая техника']
['77704506f2', 'other', '�\xadлектроника']
['c2e32bef46', 'other', 'Досуг']
['86aedd1e8e', 'other', 'Бытовая техника']
['2740b60799', 'other', 'Досуг']
['6cb994b076', 'other', '�\xadлектроника']
['be3835ad4a', 'other', '�\xadлектроника']
['a96d2a2fab', 'context', '�\xadлектроника']
['fa2f91726d', 'email', 'Продукты']
['4182c86532', 'email', 'Товары для животных']
['18b309cbcd', 'other', 'Продукты']
['b35e1aa609', 'email', 'Продукты']
['5c0284fd6c', 'email', 'Товары для животных']
['f79eae3f69', 'other', 'Бытовая техника']
['0f1d013e6d', 'other', 'Продукты']
['f2be53588e', 'other', '�\xadлектроника']
['6e1b6063ed', 'other', 'Строительство и ремонт']
['f63e78945c', 'context', '�\xadлектроника']
['4189e56d7f', 'other', 'Продукты']
['6c180264de', 'other', '�\xadлектроника']
['c164fb99d8', 'other', 'Строительство и ремонт']
['404cb9fbc0', 'other', '�\xadлектроника']
['5fbec9547d', 'context', '�\xadлектроника']
['e6b1ff9ada', 'other', 'не определена']
['fc3c49bdbe', 'other', 'Строительство и ремонт']
['5c9f418a5f', 'other', '�\xadлектроника']
['2099090fcd', 'context', 'Продукты']
['a49214fdf3', 'other', '�\xadлектроника']
['07ec6714bf', 'context', 'Продукты']
['e7c3e1ec64', 'other', 'Бытовая техника']
['994efd5f70', 'other', 'Бытовая техника']
['4716b7ce4b', 'other', 'Досуг']
['99ff7aa3b9', 'other', 'Продукты']
['4f7d51e5d4', 'other', 'Бытовая техника']
['9cdd6f41fc', 'email', '�\xadлектроника']
['6a739af4d3', 'context', 'Продукты']
['1c016362be', 'other', 'Продукты']
['36f860635d', 'other', '�\xadлектроника']
['491c008bc3', 'other', '�\xadлектроника']
['7b960ae946', 'other', 'Строительство и ремонт']
['bacf263df7', 'other', 'Продукты']
['a473260418', 'other', 'Строительство и ремонт']
['47c3bb32e8', 'other', '�\xadлектроника']
['19bdbbe518', 'context', 'Продукты']
['bdcd1bf8da', 'other', 'Продукты']
['4aabd1f7f9', 'other', 'Досуг']
['700158cdab', 'context', 'Бытовая техника']
['6adc1723cd', 'context', 'Бытовая техника']
['5e2f6da35f', 'context', '�\xadлектроника']
['68885d9a33', 'email', 'Продукты']
['353ce116f6', 'other', 'не определена']
['cd8ecad1ca', 'other', '�\xadлектроника']
['3f80904209', 'other', 'Досуг']
['9176e10cf3', 'other', 'Бытовая техника']
['f85292194d', 'other', '�\xadлектроника']
['f9c3420247', 'other', 'Строительство и ремонт']
['04df1c09df', 'other', '�\xadлектроника']
['08ec0592c4', 'email', 'Товары для животных']
['b0cdd91857', 'other', 'Товары для животных']
['3252c0a4d4', 'other', 'Строительство и ремонт']
['10431211c0', 'context', 'Товары для животных']
['cac1d830cd', 'context', '�\xadлектроника']
['0de764647a', 'other', 'Товары для животных']
['3a8ec8e63f', 'other', '�\xadлектроника']
['463b70bd73', 'other', '�\xadлектроника']
['3efd29caf2', 'other', '�\xadлектроника']
['ee27b903ce', 'other', 'Строительство и ремонт']
['1ab115f574', 'other', 'Бытовая техника']
['bb757ec2a9', 'other', '�\xadлектроника']
['247d0c2358', 'other', 'Продукты']
['2a79be1eb2', 'other', 'Бытовая техника']
['215894a021', 'other', '�\xadлектроника']
['42913eee91', 'email', '�\xadлектроника']
['5fe58494a2', 'context', 'Бытовая техника']
['aa3f49ab64', 'other', '�\xadлектроника']
['51818369a9', 'other', '�\xadлектроника']
['30c96bd4c9', 'context', '�\xadлектроника']
['1298f82169', 'other', 'Бытовая техника']
['0525f72b06', 'other', '�\xadлектроника']
['67b1c3d321', 'other', '�\xadлектроника']
['09980bc025', 'email', 'Бытовая техника']
['8ee47ee87c', 'other', 'Досуг']
['fb1ac22d6a', 'other', '�\xadлектроника']
['858bfcd531', 'other', '�\xadлектроника']
['cba5a41131', 'other', 'Строительство и ремонт']
['15db719ca7', 'other', '�\xadлектроника']
['2649e22cd4', 'other', '�\xadлектроника']
['b5c9d06c16', 'email', 'Продукты']
['d1ae2dddda', 'other', '�\xadлектроника']
['140cadd464', 'other', 'Строительство и ремонт']
['b923ba550e', 'other', 'Досуг']
['9bb7131a2e', 'other', 'Досуг']
['0fdfae4dfa', 'context', '�\xadлектроника']
['aa0a184060', 'context', '�\xadлектроника']
['fac26a10d9', 'other', '�\xadлектроника']
['f19b6fb1b6', 'other', '�\xadлектроника']
['ddfb68c23e', 'other', 'Бытовая техника']
['485bf7f188', 'other', 'Бытовая техника']
['aa7ec33f1a', 'other', 'Строительство и ремонт']
['5d446fae7f', 'other', 'Бытовая техника']
['6647c8a1b3', 'context', 'Бытовая техника']
['50cd2492b9', 'other', '�\xadлектроника']
['8a723ed432', 'None', 'Продукты']
['8fb5e11b56', 'other', 'Бытовая техника']
['b505e22d62', 'context', 'Досуг']
['85b07d5b36', 'other', 'Бытовая техника']
['f8c091f5ea', 'other', 'Продукты']
['6a2f3ce5cb', 'other', 'Товары для животных']
['8cf607df3f', 'other', '�\xadлектроника']
['3078dd67cf', 'other', 'Бытовая техника']
['b9109d20a1', 'email', 'Бытовая техника']
['bcd5313cf3', 'email', 'Бытовая техника']
['8f7f3c60b2', 'other', '�\xadлектроника']
['5a2f2807aa', 'other', 'не определена']
['62e8dbbd1e', 'other', 'Бытовая техника']
['a62075cf60', 'other', '�\xadлектроника']
['e9bead1a92', 'other', 'Бытовая техника']
['81c8c006a3', 'other', '�\xadлектроника']
['d27e9e308a', 'other', '�\xadлектроника']
['02ddc4380e', 'context', 'Досуг']
['712092f614', 'other', '�\xadлектроника']
['42476969b5', 'email', 'Продукты']
['f6099caa72', 'other', 'Бытовая техника']
['a7bca68ded', 'other', 'Строительство и ремонт']
['a0cd0915ab', 'other', '�\xadлектроника']
['7482d6d830', 'context', 'Товары для животных']
['2829e56c85', 'other', '�\xadлектроника']
['c6e6f549d1', 'other', 'Продукты']
['dadf7b787f', 'other', 'Строительство и ремонт']
['deb918956d', 'other', '�\xadлектроника']
['f5a92ce142', 'other', 'Товары для животных']
['8bdcd26256', 'other', '�\xadлектроника']
['104d155472', 'other', 'Продукты']
['c81740fa62', 'other', 'Бытовая техника']
['2fa8544c5f', 'other', '�\xadлектроника']
['0840b923b8', 'other', 'Бытовая техника']
['9656b3f524', 'other', '�\xadлектроника']
['710b0ff046', 'other', '�\xadлектроника']
['9f87304cdc', 'context', 'Бытовая техника']
['df6ab25b68', 'context', 'Досуг']
['d1059975e8', 'other', '�\xadлектроника']
['86c134e6ea', 'context', 'Продукты']
['6f4f1e7903', 'context', '�\xadлектроника']
['614f2144b0', 'other', '�\xadлектроника']
['5c47b9f3da', 'context', '�\xadлектроника']
['df5dfbe55a', 'other', 'Продукты']
['841253d46c', 'other', 'Продукты']
['9f0dc993b1', 'context', '�\xadлектроника']
['c703a8d2a6', 'other', 'Продукты']
['6a309700a3', 'other', 'Досуг']
['c39ce1bc71', 'other', 'Бытовая техника']
['1bd4416b4e', 'other', '�\xadлектроника']
['b8b2cb5add', 'email', 'Досуг']
['940534d018', 'context', 'Досуг']
['a657c2a009', 'other', 'Бытовая техника']
['6da8198472', 'other', 'Товары для животных']
['f556551cba', 'other', '�\xadлектроника']
['42c7afe18b', 'other', '�\xadлектроника']
['0751146c73', 'other', '�\xadлектроника']
['26067df5d8', 'other', 'Бытовая техника']
['c9448e501e', 'other', 'Продукты']
['511ef2f888', 'other', 'Строительство и ремонт']
['b2f042318c', 'other', '�\xadлектроника']
['380a9c9139', 'other', 'Бытовая техника']
['b5b39e789f', 'other', 'Продукты']
['723aa91f42', 'other', 'Бытовая техника']
['b15090aad0', 'context', '�\xadлектроника']
['7f02c619f2', 'other', '�\xadлектроника']
['e92547c5de', 'context', '�\xadлектроника']
['36808c6a8d', 'context', 'Бытовая техника']
['5bd4633317', 'other', 'Строительство и ремонт']
['764f35a201', 'other', 'Бытовая техника']
['0c471e6cb2', 'context', '�\xadлектроника']
['a7a7b6b32b', 'other', '�\xadлектроника']
['2a72dcc25e', 'context', 'Товары для животных']
['497e278b81', 'other', 'Бытовая техника']
['cd5f660ffd', 'other', 'Бытовая техника']
['c506b4b71d', 'email', 'Бытовая техника']
['34d220f09c', 'other', 'Бытовая техника']
['a3a3c69bf1', 'other', 'Бытовая техника']
['a3744df546', 'other', 'Бытовая техника']
['745baadd44', 'other', '�\xadлектроника']
['b09dc00205', 'other', 'Строительство и ремонт']
['1723e666df', 'other', 'Продукты']
['1a7c194318', 'undef', 'Досуг']
['b30355d905', 'other', '�\xadлектроника']
['7e29364596', 'context', 'Строительство и ремонт']
['f75cdafc6e', 'email', 'Строительство и ремонт']
['0cde4f4952', 'context', 'Досуг']
['6e8aaf963c', 'other', 'Продукты']
['b187d54be9', 'context', 'Продукты']
['fab32202e7', 'other', 'Продукты']
['8b64871d1b', 'other', 'Досуг']
['b10666446f', 'other', '�\xadлектроника']
['41c95b884a', 'other', 'Строительство и ремонт']
['0ee53eb912', 'other', 'Продукты']
['d4e0ff7bf2', 'context', 'Строительство и ремонт']
['be3178b2df', 'context', '�\xadлектроника']
['f7d4cfeb7c', 'other', '�\xadлектроника']
['9a614ed484', 'other', 'Бытовая техника']
['e3a9c5e95a', 'email', '�\xadлектроника']
['a4ed34ee05', 'other', '�\xadлектроника']
['fa52cc7d83', 'context', 'Продукты']
['e907f6ef18', 'other', 'Товары для животных']
['d2cd8f9679', 'other', 'Досуг']
['6ef9a64de2', 'email', '�\xadлектроника']
['4015429a4e', 'context', '�\xadлектроника']
['92daddfcbb', 'other', 'Товары для животных']
['5801b506ae', 'other', '�\xadлектроника']
['e6b1b26c75', 'other', 'Строительство и ремонт']
['f475c2c7f6', 'other', 'Строительство и ремонт']
['f759c4a921', 'other', '�\xadлектроника']
['534a67f380', 'other', 'Досуг']
['52e694be56', 'context', 'Строительство и ремонт']
['abf0977774', 'context', '�\xadлектроника']
['8bfd3c449b', 'other', 'Товары для животных']
['d45975d9ce', 'context', '�\xadлектроника']
['a9d3b6626f', 'context', 'Продукты']
['3649ae6f5a', 'other', 'Бытовая техника']
['b2db274b38', 'other', '�\xadлектроника']
['08557f494f', 'other', 'Бытовая техника']
['5126ba9d20', 'context', 'Товары для животных']
['cf0575087a', 'context', 'Досуг']
['e7be9165c4', 'other', 'Товары для животных']
['36353d751b', 'other', '�\xadлектроника']
['bdbc7c2d7b', 'other', '�\xadлектроника']
['7460ec428a', 'other', '�\xadлектроника']
['7cea48e65b', 'email', 'Товары для животных']
['89a9660e91', 'other', '�\xadлектроника']
['cbee852a30', 'other', 'Досуг']
['42a7a482aa', 'email', 'Товары для животных']
['4bb598c569', 'context', '�\xadлектроника']
['01dae989b0', 'other', 'Продукты']
['dcb5222249', 'other', 'Продукты']
['9bd0b7bdf8', 'context', '�\xadлектроника']
['0b4699cb43', 'email', 'Досуг']
['83a4edcc47', 'email', '�\xadлектроника']
['8090161e18', 'other', 'Бытовая техника']
['14c53efd99', 'other', '�\xadлектроника']
['8b35601ec9', 'other', 'Строительство и ремонт']
['e2b9bd3834', 'other', 'Бытовая техника']
['65ae09ddad', 'email', '�\xadлектроника']
['27cbde5a00', 'context', '�\xadлектроника']
['325284d52b', 'context', 'Досуг']
['1a1a5d390c', 'other', 'Бытовая техника']
['7c2befb47f', 'email', 'Товары для животных']
['fb570a9e29', 'other', 'Бытовая техника']
['e852ecac71', 'other', '�\xadлектроника']
['9406ddaac8', 'other', '�\xadлектроника']
['4bfdb4c2bd', 'other', 'Бытовая техника']
['6d758e9bbe', 'email', '�\xadлектроника']
['36b568dd50', 'other', '�\xadлектроника']
['283ef67134', 'other', 'Бытовая техника']
['8aee2f98a9', 'other', 'Строительство и ремонт']
['4bf8493d30', 'other', '�\xadлектроника']
['7d25b6277e', 'context', 'Товары для животных']
['92994d56a0', 'context', 'Досуг']
['6d3eb45f50', 'context', 'Досуг']
['6004b0fe6d', 'other', 'Продукты']
['3887751468', 'other', 'Бытовая техника']
['ba2bcee4bc', 'context', 'Досуг']
['1c2f1368cc', 'other', 'Продукты']
['58cff11dac', 'other', 'Бытовая техника']
['f9b90ece26', 'other', '�\xadлектроника']
['fda738621d', 'context', 'Бытовая техника']
['c2b3eeb80b', 'context', 'Продукты']
['3982e3c4f5', 'email', 'Строительство и ремонт']
['b0e1c693b3', 'other', 'Строительство и ремонт']
['1f8183c2a3', 'context', '�\xadлектроника']
['7fd170f4d2', 'other', 'Досуг']
['6e18d28fe0', 'other', 'Продукты']
['1d8eac48cf', 'other', '�\xadлектроника']
['f1b45af5e2', 'context', 'Продукты']
['c66cd3022e', 'other', '�\xadлектроника']
['9321f1210d', 'context', '�\xadлектроника']
['43b49a7d9c', 'other', 'Досуг']
['a6e843ce23', 'other', 'Строительство и ремонт']
['8fee119594', 'other', 'Бытовая техника']
['62566411f8', 'context', 'Бытовая техника']
['765f971255', 'other', 'Продукты']
['584e795b54', 'context', '�\xadлектроника']
['eec8ec3a92', 'context', 'Продукты']
['8c140bdb00', 'other', '�\xadлектроника']
['de841a7431', 'other', 'Бытовая техника']
['787b76a950', 'other', '�\xadлектроника']
['52b1ab26b0', 'other', 'Продукты']
['08529bb080', 'other', 'Досуг']
['b0434f0554', 'context', 'Досуг']
['f78d0f4323', 'email', 'Продукты']
['e5ee2c4b5d', 'context', 'Бытовая техника']
['5163d2f743', 'other', 'Досуг']
['571e6cdbfa', 'other', 'Бытовая техника']
['0926c39adf', 'other', '�\xadлектроника']
['ae735e3a76', 'email', 'Досуг']
['776a63345f', 'other', '�\xadлектроника']
['861e15eecc', 'other', '�\xadлектроника']
['6484696cc9', 'other', '�\xadлектроника']
['4396122acd', 'context', '�\xadлектроника']
['ff70e7b64a', 'context', 'Продукты']
['a8cc788534', 'other', '�\xadлектроника']
['1943b96f2b', 'other', 'Строительство и ремонт']
['77f350285d', 'email', '�\xadлектроника']
['6a73ec88af', 'other', '�\xadлектроника']
['bed7c8ca35', 'other', '�\xadлектроника']
['39a3655bb9', 'email', '�\xadлектроника']
['3bf885543c', 'context', '�\xadлектроника']
['b7b705ccf4', 'context', 'Бытовая техника']
['f178d929af', 'context', 'Продукты']
['caa10d1982', 'other', '�\xadлектроника']
['d533e2a8d1', 'other', '�\xadлектроника']
['63744e6cbb', 'None', 'Продукты']
['fddbfadea4', 'other', 'Досуг']
['d4b80e3279', 'other', 'Бытовая техника']
['bd78729b6c', 'other', 'Бытовая техника']
['6d87c6318a', 'context', 'Досуг']
['b5ca8e72f7', 'context', 'Строительство и ремонт']
['d0e6304d34', 'context', '�\xadлектроника']
['79a1ec848c', 'email', 'Бытовая техника']
['ca336a4a5e', 'context', 'Досуг']
['6ed8e7103c', 'context', 'Продукты']
['02fd760e37', 'other', 'Строительство и ремонт']
['a1530d68d5', 'other', '�\xadлектроника']
['82a3f0c8a9', 'other', '�\xadлектроника']
['933f144dfc', 'context', '�\xadлектроника']
['a1e01c1816', 'other', '�\xadлектроника']
['c1c0c6166f', 'other', 'Продукты']
['813d7d0e5c', 'other', 'Продукты']
['0feb559bdc', 'context', 'Досуг']
['91a009f9e0', 'context', '�\xadлектроника']
['300798d754', 'other', 'Досуг']
['379ceea7bc', 'other', 'Продукты']
['172252212c', 'other', 'Строительство и ремонт']
['16e3093ff3', 'other', '�\xadлектроника']
['5ab54b3641', 'context', 'Строительство и ремонт']
['1651d43db1', 'email', '�\xadлектроника']
['03bfa02284', 'context', '�\xadлектроника']
['86b1c17b62', 'other', 'Товары для животных']
['86c1014c21', 'other', 'Товары для животных']
['fb3f8d4800', 'other', 'Продукты']
['6f5b20e90a', 'other', '�\xadлектроника']
['729c8d10a7', 'context', '�\xadлектроника']
['fb0549a463', 'other', 'Продукты']
['fbc1dac459', 'other', 'Бытовая техника']
['0cab6ce532', 'other', '�\xadлектроника']
['801c223073', 'other', '�\xadлектроника']
['a8b614c7c9', 'context', 'Бытовая техника']
['f762638fe6', 'context', 'Досуг']
['aedffb0a65', 'other', 'Товары для животных']
['6f3446a36b', 'other', 'Бытовая техника']
['a7809daf5f', 'other', '�\xadлектроника']
['6276b39487', 'email', 'Строительство и ремонт']
['967ecc30a4', 'context', 'Продукты']
['1b05ca6b59', 'context', '�\xadлектроника']
['2ba9ae01e4', 'other', 'Бытовая техника']
['112fb0efbe', 'other', 'Досуг']
['a67e62f781', 'context', 'Строительство и ремонт']
['4a22e6345a', 'context', '�\xadлектроника']
['f60a7c4016', 'other', 'Досуг']
['16b34be98d', 'context', 'Продукты']
['cbae9ac129', 'other', '�\xadлектроника']
['2b9e6981dd', 'other', '�\xadлектроника']
['9a2e6ec351', 'other', 'Досуг']
['0f64b0ae4a', 'other', 'Бытовая техника']
['9297fcea78', 'other', 'Досуг']
['f216c2c005', 'other', 'Бытовая техника']
['a983af092a', 'other', 'Продукты']
['8f6c5ada0a', 'other', 'Строительство и ремонт']
['d392062d4a', 'other', '�\xadлектроника']
['99950ad805', 'email', '�\xadлектроника']
['1b3d534568', 'context', 'Бытовая техника']
['272b041c59', 'other', 'Товары для животных']
['37b5827ec5', 'other', '�\xadлектроника']
['95d0af3da7', 'other', 'Досуг']
['b522f20c89', 'email', '�\xadлектроника']
['a1aedf4e16', 'other', '�\xadлектроника']
['51eed29d75', 'other', 'Продукты']
['34f9798952', 'other', 'Строительство и ремонт']
['e9c0c58e15', 'context', '�\xadлектроника']
['0a693e25af', 'other', 'Продукты']
['de89d09715', 'context', 'Продукты']
['18ed717ccf', 'context', 'Товары для животных']
['028702c8b8', 'context', 'Продукты']
['78f237401b', 'context', 'Бытовая техника']
['9dfc32f05d', 'email', 'Товары для животных']
['7bfea0df69', 'context', 'Товары для животных']
['f9f8782328', 'other', '�\xadлектроника']
['4974bf0c1a', 'email', '�\xadлектроника']
['ddcf4b0075', 'context', 'Бытовая техника']
['84e65fe861', 'other', '�\xadлектроника']
['2b7aa0d779', 'context', 'Продукты']
['5e7515e284', 'other', '�\xadлектроника']
['a18f93a6e1', 'context', 'Бытовая техника']
['283c16ebc0', 'other', '�\xadлектроника']
['d2c7c6e908', 'other', 'Строительство и ремонт']
['79134af4e5', 'email', '�\xadлектроника']
['344d320035', 'context', 'Бытовая техника']
['70fe195be2', 'context', 'Бытовая техника']
['f5df93e4fd', 'other', 'Продукты']
['5ca98dff1f', 'other', '�\xadлектроника']
['bdbc7c2d7b', 'other', '�\xadлектроника']
['d91abe7e29', 'other', 'Бытовая техника']
['044fbabf71', 'other', 'Бытовая техника']
['cb3fd2c919', 'other', 'Товары для животных']
['a374594521', 'context', 'Досуг']
['858e3c2c61', 'other', '�\xadлектроника']
['68975a0b19', 'context', 'Товары для животных']
['19c96f00ea', 'other', 'Бытовая техника']
['c1a8041ace', 'other', '�\xadлектроника']
['4bfc341fa3', 'context', 'Досуг']
['60593829e6', 'other', 'Бытовая техника']
['b4c815ec04', 'other', 'Бытовая техника']
['be1cd41916', 'other', 'Бытовая техника']
['7561bb68e5', 'email', '�\xadлектроника']
['a6ba8a2a22', 'other', '�\xadлектроника']
['5127f5419e', 'other', 'Товары для животных']
['407144ac60', 'other', '�\xadлектроника']
['d55f965df3', 'context', 'Продукты']
['e01b525473', 'context', 'Бытовая техника']
['188ae10d95', 'other', 'Продукты']
['e2ed3a86ae', 'other', '�\xadлектроника']
['2a21409733', 'other', 'Строительство и ремонт']
['c5579186cf', 'other', '�\xadлектроника']
['83f4a37f56', 'other', '�\xadлектроника']
['964fbee992', 'other', '�\xadлектроника']
['e6ad5b6808', 'context', '�\xadлектроника']
['95f2306567', 'other', 'Продукты']
['6a6659c584', 'other', 'Досуг']
['10ffeb3499', 'other', 'Продукты']
['6525d00323', 'other', 'Досуг']
['9019ab4c58', 'other', 'Бытовая техника']
['0e4f78279e', 'other', 'Досуг']
['65e38e4e7b', 'other', '�\xadлектроника']
['f63a253864', 'other', 'Товары для животных']
['3d9e3ae493', 'other', 'Досуг']
['6ecc22e8c6', 'other', 'Бытовая техника']
['78015a6e9c', 'other', 'Строительство и ремонт']
['a630049e5b', 'other', 'Строительство и ремонт']
['2d0430fab4', 'other', '�\xadлектроника']
['3c376b9e64', 'other', 'Строительство и ремонт']
['b7dc2af1c8', 'context', 'Продукты']
['1d9edfbc53', 'other', 'Товары для животных']
['aae5398b8e', 'other', 'Товары для животных']
['f11a1a3f07', 'other', 'Товары для животных']
['950a1c5e59', 'other', 'Бытовая техника']
['d088132797', 'other', 'Продукты']
['c7f2aa6344', 'email', 'Бытовая техника']
['9a6773650d', 'other', '�\xadлектроника']
['2e46e89fa4', 'other', 'Досуг']
['9989f16bca', 'context', '�\xadлектроника']
['98b73f9eae', 'context', 'Бытовая техника']
['a28318a5ec', 'email', '�\xadлектроника']
['86c44699d7', 'context', '�\xadлектроника']
['60a99e41e2', 'other', 'Досуг']
['a605e4627e', 'other', 'Бытовая техника']
['21dfd92dda', 'other', 'Строительство и ремонт']
['27eb6bf16d', 'other', 'Бытовая техника']
['009a17e161', 'context', 'Бытовая техника']
['1d5b597570', 'context', '�\xadлектроника']
['689d3396b4', 'other', 'Продукты']
['6fd6324201', 'other', 'Бытовая техника']
['a06605a40a', 'email', 'Досуг']
['8822d17559', 'other', 'Досуг']
['ee21044266', 'other', 'Строительство и ремонт']
['da3da64c87', 'other', '�\xadлектроника']
['0e37255101', 'other', 'Досуг']
['bbd0c42b0d', 'context', 'Товары для животных']
['54cedb5521', 'context', '�\xadлектроника']
['604dc069c0', 'email', 'Бытовая техника']
['014a9c7337', 'other', 'Продукты']
['f7deb7824c', 'other', '�\xadлектроника']
['1231506fd5', 'other', 'Досуг']
['0a9684feb0', 'context', '�\xadлектроника']
['fb9c6191c1', 'other', 'Досуг']
['7d65d7f184', 'other', 'Досуг']
['24fc41a10e', 'other', '�\xadлектроника']
['0c84985695', 'context', '�\xadлектроника']
['6e173a9fb8', 'other', 'Досуг']
['5a9ca0bd9d', 'other', 'Товары для животных']
['a79b86666d', 'other', 'Бытовая техника']
['cb126fb074', 'other', '�\xadлектроника']
['774e9ad72b', 'other', 'Продукты']
['bf304f5a8f', 'other', '�\xadлектроника']
['fddc3b6b58', 'other', '�\xadлектроника']
['3cddaeb59c', 'other', '�\xadлектроника']
['106e7640bc', 'context', 'Бытовая техника']
['b17e65a556', 'other', 'Бытовая техника']
